interaction_id,anycompany_customer_id,agent_id,interaction_type,interaction_date,interaction_duration,issue_category,resolution_status
425090,Company I,839208,chat,2024-10-02 18:15,386,technical,resolved
723981,Company B,760728,phone,2024-02-22 15:55,1643,billing,resolved
789399,Company K,959374,chat,2024-09-21 16:39,260,technical,resolved
534908,Company S,872260,email,2024-08-27 05:40,591,technical,resolved
752810,Company T,430982,phone,2024-09-19 17:24,588,technical,resolved
939210,Company V,247739,chat,2024-07-28 10:26,579,refund,resolved
723326,Company G,620397,phone,2024-02-28 12:46,158,technical,resolved
442012,Company T,434039,chat,2024-04-09 06:50,967,technical,escalated
248853,Company P,249530,chat,2024-09-29 02:48,523,technical,resolved
385168,Company Z,242001,email,2024-02-11 11:54,439,account,resolved
605410,Company Z,711582,chat,2024-08-21 06:21,357,technical,resolved
107231,Company B,564626,email,2024-09-26 00:28,619,billing,resolved
693872,Company U,212312,email,2024-08-16 20:50,728,billing,resolved
403584,Company N,794209,email,2024-04-14 22:30,965,other,escalated
251047,Company F,568264,chat,2024-05-30 16:04,576,billing,resolved
465046,Company L,377401,chat,2024-05-16 19:35,953,technical,resolved
702076,Company X,704731,phone,2024-09-14 05:36,878,technical,escalated
493317,Company T,282650,phone,2024-04-28 05:21,1171,billing,resolved
953689,Company X,871622,email,2024-08-09 04:43,950,technical,resolved
193152,Company S,802428,phone,2024-08-04 07:04,776,billing,resolved
179996,Company Y,997460,chat,2024-04-05 08:17,672,technical,escalated
446426,Company X,762387,email,2024-07-21 15:15,1137,technical,resolved
672859,Company P,772959,chat,2024-04-29 17:02,1068,account,escalated
885800,Company S,777671,email,2024-01-07 16:07,812,technical,resolved
385500,Company S,894202,chat,2024-08-26 11:28,360,billing,resolved
634076,Company I,172445,chat,2024-04-23 23:13,349,technical,resolved
219846,Company I,607550,chat,2024-06-05 16:15,511,other,resolved
856942,Company R,619326,email,2024-06-24 15:07,603,billing,resolved
236155,Company S,462615,chat,2024-04-10 14:19,517,technical,resolved
282724,Company U,753428,email,2024-01-29 21:58,265,other,escalated
948804,Company N,772532,chat,2024-08-03 06:13,435,technical,resolved
149172,Company H,957751,email,2024-08-27 04:35,328,account,escalated
918493,Company X,985456,chat,2024-08-22 14:47,591,technical,resolved
453667,Company V,226739,email,2024-07-06 02:26,1000,billing,resolved
226047,Company I,554109,email,2024-04-02 10:07,344,technical,resolved
947252,Company C,465368,chat,2024-08-28 04:01,411,billing,resolved
721970,Company X,125306,chat,2024-07-25 11:11,451,technical,escalated
712461,Company X,513627,chat,2024-07-06 21:53,315,technical,escalated
479092,Company W,168780,chat,2024-08-27 15:34,530,account,escalated
177719,Company E,156233,chat,2024-02-14 04:52,1678,billing,resolved
663709,Company S,340391,email,2024-04-11 03:03,302,technical,escalated
589413,Company G,616739,chat,2024-01-09 03:36,523,technical,resolved
172324,Company K,725749,chat,2024-04-16 05:50,235,technical,escalated
295191,Company Q,501126,chat,2024-04-04 01:57,284,technical,resolved
295861,Company Z,187076,chat,2024-05-09 09:55,451,technical,resolved
772202,Company Y,490986,email,2024-03-29 12:24,873,account,escalated
274061,Company D,646723,phone,2024-09-13 17:34,847,billing,resolved
492248,Company B,374015,phone,2024-02-29 06:32,917,technical,resolved
511806,Company H,730193,chat,2024-06-19 19:33,280,other,escalated
863133,Company K,238036,email,2024-02-04 08:09,798,technical,escalated
942795,Company U,640126,chat,2024-04-14 22:13,284,billing,resolved
136326,Company N,452756,chat,2024-08-06 03:28,1018,technical,resolved
540329,Company L,568216,chat,2024-08-02 06:11,1338,technical,resolved
806484,Company Q,516201,chat,2024-05-28 07:42,546,account,resolved
766195,Company X,946507,chat,2024-02-20 14:40,1054,technical,resolved
641551,Company U,161311,email,2024-03-01 06:25,149,technical,resolved
567618,Company P,555890,email,2024-04-25 16:34,1138,technical,resolved
307229,Company P,478009,email,2024-04-17 12:49,371,technical,resolved
981898,Company O,212694,chat,2024-04-10 17:43,460,technical,resolved
933750,Company N,157531,email,2024-06-26 07:42,1140,billing,escalated
168826,Company B,720170,phone,2024-03-31 06:43,1607,account,resolved
515491,Company B,661062,chat,2024-09-24 07:56,1470,account,resolved
740148,Company N,573571,chat,2024-04-20 10:31,793,billing,resolved
994383,Company R,246840,phone,2024-01-03 23:57,1113,technical,escalated
849664,Company T,876662,phone,2024-08-10 08:38,746,technical,resolved
241684,Company B,359843,chat,2024-06-15 07:13,1642,other,resolved
241958,Company C,626016,chat,2024-07-26 21:41,1261,billing,escalated
136818,Company D,955196,phone,2024-09-22 05:59,1519,technical,resolved
649861,Company H,927132,chat,2024-03-03 20:20,105,technical,resolved
631217,Company P,983918,email,2024-03-31 18:01,806,technical,resolved
846083,Company I,227917,chat,2024-07-24 20:46,208,technical,escalated
745559,Company Y,537620,email,2024-08-30 15:43,834,technical,resolved
924653,Company U,640043,chat,2024-01-28 17:24,206,technical,resolved
417855,Company P,415918,phone,2024-07-04 12:34,682,technical,resolved
198513,Company O,659860,chat,2024-05-26 13:07,779,refund,resolved
518166,Company H,720713,chat,2024-07-13 06:02,182,account,resolved
307163,Company F,450674,chat,2024-07-21 14:59,349,technical,resolved
753790,Company K,269728,email,2024-07-05 18:39,893,account,escalated
927598,Company C,850933,phone,2024-07-15 19:27,1066,technical,resolved
734910,Company M,743073,chat,2024-07-03 23:25,848,technical,resolved
789243,Company W,331312,email,2024-07-02 12:40,876,billing,resolved
617699,Company U,998316,chat,2024-09-04 22:12,237,other,resolved
804822,Company L,298129,phone,2024-05-19 19:44,1012,account,resolved
752692,Company N,908300,phone,2024-05-17 16:18,795,account,resolved
706243,Company O,846264,email,2024-08-06 15:37,593,other,resolved
978559,Company G,577171,chat,2024-09-15 06:50,553,billing,resolved
288672,Company S,946388,chat,2024-01-31 07:43,814,billing,resolved
649622,Company V,396493,email,2024-03-18 13:30,1052,technical,resolved
873202,Company Z,124479,phone,2024-01-09 09:13,265,technical,resolved
994235,Company B,765138,phone,2024-02-24 01:40,1252,technical,resolved
654043,Company X,927866,chat,2024-03-30 08:26,365,technical,resolved
685710,Company F,245355,phone,2024-05-13 22:47,142,technical,resolved
950204,Company U,453374,chat,2024-02-20 22:49,846,account,resolved
113412,Company T,797689,chat,2024-09-20 00:03,363,technical,resolved
777743,Company Q,628793,chat,2024-07-30 09:17,405,billing,escalated
801582,Company Q,983798,chat,2024-08-25 08:56,750,technical,escalated
119916,Company J,700123,chat,2024-06-16 17:14,321,billing,resolved
831483,Company S,593710,chat,2024-05-31 15:09,664,account,resolved
411771,Company M,182004,chat,2024-01-25 20:23,224,technical,resolved
262541,Company P,973783,phone,2024-06-12 13:15,1098,technical,resolved
442340,Company T,222142,chat,2024-07-11 09:34,984,technical,resolved
142933,Company I,348912,chat,2024-09-27 01:38,236,billing,resolved
304186,Company E,140561,chat,2024-02-18 01:41,518,technical,resolved
800613,Company G,252177,email,2024-01-22 21:19,563,technical,unresolved
283897,Company T,588364,chat,2024-05-26 18:02,730,technical,resolved
617275,Company L,462636,email,2024-06-13 10:51,1062,account,resolved
586500,Company W,263208,email,2024-04-02 21:34,237,billing,resolved
318917,Company O,728315,email,2024-06-29 05:15,533,other,resolved
737139,Company Q,471535,chat,2024-08-30 23:58,211,technical,resolved
371397,Company Z,277968,chat,2024-09-21 15:07,233,technical,resolved
533450,Company L,708362,chat,2024-04-27 21:43,532,technical,resolved
997578,Company K,423958,email,2024-02-09 03:24,673,technical,resolved
258520,Company J,130026,chat,2024-03-15 06:57,254,technical,resolved
869609,Company V,917089,phone,2024-01-02 02:30,557,technical,resolved
824104,Company N,620652,email,2024-09-11 21:51,508,refund,resolved
935030,Company H,619479,phone,2024-09-16 12:01,591,refund,escalated
892545,Company O,813193,email,2024-03-18 21:07,853,other,unresolved
380962,Company K,966802,phone,2024-07-05 11:30,258,technical,resolved
668479,Company A,139381,chat,2024-02-11 04:35,463,technical,resolved
973064,Company Z,850675,chat,2024-07-08 00:30,865,technical,resolved
914753,Company N,655868,chat,2024-07-18 00:17,241,billing,resolved
491132,Company L,786043,email,2024-05-04 02:42,999,account,resolved
177426,Company U,246585,email,2024-01-10 20:24,188,technical,resolved
503687,Company H,705965,chat,2024-03-02 10:18,568,technical,resolved
323037,Company Q,901240,chat,2024-04-07 03:53,305,billing,resolved
502386,Company W,598960,chat,2024-08-11 03:21,887,technical,resolved
152969,Company I,590576,chat,2024-06-20 01:01,397,billing,resolved
950890,Company P,265491,chat,2024-03-26 17:45,834,billing,escalated
611254,Company F,630979,chat,2024-06-13 02:53,388,technical,resolved
433430,Company Q,248288,email,2024-03-15 18:23,650,technical,resolved
477596,Company Q,406979,email,2024-04-28 09:02,842,billing,escalated
114994,Company V,811979,chat,2024-07-02 05:22,238,technical,escalated
979796,Company V,946080,chat,2024-03-05 06:52,838,other,resolved
910875,Company B,887047,chat,2024-01-31 10:51,1510,other,escalated
950606,Company O,693730,chat,2024-04-07 22:23,825,technical,resolved
388734,Company I,831484,email,2024-09-03 10:12,135,technical,resolved
745783,Company J,853066,chat,2024-04-12 23:57,561,technical,resolved
112344,Company W,504815,chat,2024-05-07 04:08,512,technical,resolved
202256,Company H,760582,email,2024-03-30 19:31,535,technical,escalated
388006,Company P,646726,email,2024-04-04 23:17,609,technical,resolved
859517,Company J,833163,email,2024-09-22 07:18,418,technical,resolved
998019,Company G,494630,email,2024-09-30 00:30,106,technical,resolved
266129,Company S,368486,email,2024-02-15 16:57,634,technical,resolved
401789,Company B,675919,email,2024-01-08 18:12,1560,technical,unresolved
670491,Company S,784801,chat,2024-04-23 00:50,478,billing,resolved
719709,Company C,436314,chat,2024-09-04 04:56,1589,other,resolved
326169,Company X,745614,phone,2024-06-04 18:24,475,technical,escalated
635121,Company Y,467758,chat,2024-03-21 03:03,261,technical,resolved
573923,Company D,694702,chat,2024-07-11 07:09,1533,billing,resolved
684755,Company Y,377414,email,2024-06-06 15:40,534,technical,resolved
177446,Company V,947349,chat,2024-10-04 23:39,311,technical,resolved
586047,Company F,306047,chat,2024-08-10 19:10,582,technical,escalated
391882,Company X,280998,chat,2024-05-13 05:08,450,technical,resolved
766468,Company R,785879,email,2024-08-13 05:04,912,technical,resolved
308082,Company W,252768,chat,2024-09-16 08:03,181,technical,resolved
242157,Company G,739268,chat,2024-03-11 17:36,128,account,escalated
529606,Company E,495961,chat,2024-07-18 10:08,437,technical,escalated
666069,Company W,749300,phone,2024-08-15 00:43,699,technical,resolved
363391,Company L,122561,phone,2024-09-22 09:22,1496,technical,resolved
850124,Company Y,905580,chat,2024-07-31 07:39,763,technical,escalated
405294,Company K,225540,chat,2024-08-28 23:55,158,other,resolved
507958,Company B,665524,chat,2024-09-29 09:30,654,technical,resolved
636743,Company P,861774,chat,2024-07-04 08:35,853,billing,resolved
718207,Company N,244898,phone,2024-04-13 18:34,783,technical,resolved
490719,Company L,148541,chat,2024-04-11 02:54,1403,billing,resolved
587441,Company T,923669,email,2024-08-07 04:23,494,technical,escalated
626068,Company N,437551,phone,2024-04-22 14:05,362,technical,resolved
543407,Company K,866925,email,2024-08-27 03:41,850,billing,resolved
837910,Company N,483772,chat,2024-09-10 10:44,593,billing,resolved
589866,Company S,265709,chat,2024-02-05 03:08,423,billing,resolved
732349,Company P,735382,chat,2024-09-21 02:35,986,account,resolved
550806,Company P,159462,email,2024-05-28 02:14,811,technical,resolved
928049,Company S,195523,phone,2024-01-31 21:53,692,technical,resolved
935158,Company B,374532,phone,2024-02-19 15:40,601,technical,escalated
749648,Company Z,366105,phone,2024-04-24 22:19,800,billing,resolved
178359,Company T,275038,email,2024-08-21 06:24,914,technical,resolved
952507,Company H,202719,chat,2024-09-27 19:21,547,refund,resolved
537852,Company G,617327,chat,2024-01-03 09:08,304,technical,resolved
615915,Company P,566676,email,2024-02-10 06:12,444,billing,resolved
611199,Company G,841007,email,2024-07-17 04:16,585,technical,resolved
426560,Company Q,271421,phone,2024-08-23 12:38,659,technical,resolved
140335,Company W,782443,chat,2024-09-06 18:14,359,other,resolved
819419,Company F,213361,chat,2024-02-17 15:01,212,other,resolved
212118,Company U,736423,chat,2024-07-12 19:11,890,billing,resolved
505731,Company Y,789435,chat,2024-09-08 22:48,399,technical,resolved
192251,Company Y,585271,chat,2024-01-29 08:08,733,billing,resolved
207715,Company D,215696,email,2024-09-01 17:11,855,billing,resolved
627241,Company Q,721309,chat,2024-09-13 06:41,715,technical,escalated
701658,Company L,247155,chat,2024-05-22 18:25,914,technical,resolved
335406,Company Y,345793,chat,2024-08-06 20:17,499,refund,resolved
700661,Company H,665676,chat,2024-06-09 19:31,574,account,resolved
652754,Company H,601254,chat,2024-05-19 11:38,250,technical,escalated
770522,Company U,216189,chat,2024-04-10 16:03,684,billing,resolved
811765,Company M,532488,chat,2024-01-08 12:24,514,account,resolved
633040,Company G,486680,chat,2024-05-16 18:42,527,technical,resolved
925653,Company B,605837,chat,2024-07-12 18:17,1284,billing,resolved
200162,Company M,503627,email,2024-06-15 16:49,139,technical,resolved
222671,Company Y,888846,chat,2024-08-02 23:57,244,billing,resolved
917207,Company K,296412,phone,2024-09-14 11:05,192,billing,resolved
556773,Company O,976199,phone,2024-03-10 04:23,831,technical,resolved
709772,Company D,566671,chat,2024-06-19 23:57,885,technical,resolved
262418,Company J,827966,email,2024-02-15 10:20,227,technical,resolved
448248,Company M,606917,chat,2024-05-28 16:45,618,technical,resolved
655755,Company R,798251,chat,2024-02-21 03:53,743,account,resolved
829504,Company V,244726,chat,2024-08-11 18:07,1183,technical,resolved
758388,Company R,421673,email,2024-08-16 03:29,622,technical,resolved
840127,Company D,420116,chat,2024-08-23 08:07,1029,technical,resolved
528892,Company Q,749788,phone,2024-09-28 20:18,175,technical,resolved
934290,Company G,886831,email,2024-06-15 19:15,444,technical,escalated
405991,Company S,951179,phone,2024-06-26 00:26,621,technical,resolved
278748,Company T,678540,email,2024-05-09 14:34,947,technical,escalated
256561,Company T,501344,chat,2024-01-06 02:41,642,billing,resolved
456165,Company T,362160,email,2024-06-17 07:37,1026,account,resolved
663627,Company B,194898,chat,2024-04-10 14:33,500,technical,resolved
247261,Company O,491026,phone,2024-04-07 07:45,686,technical,resolved
149766,Company H,134567,phone,2024-02-13 13:51,371,technical,resolved
993959,Company I,464049,chat,2024-02-25 11:09,262,technical,resolved
434248,Company S,515463,email,2024-02-03 09:09,272,billing,resolved
657374,Company U,368962,email,2024-08-28 04:18,345,technical,resolved
718097,Company S,181675,email,2024-06-05 03:03,601,technical,resolved
541152,Company D,275614,chat,2024-04-07 03:38,1290,technical,resolved
557198,Company G,797357,email,2024-05-17 01:34,529,technical,resolved
317337,Company M,263398,email,2024-08-26 08:48,693,technical,resolved
622225,Company J,513408,phone,2024-01-23 10:37,76,account,resolved
779212,Company N,137703,phone,2024-08-27 23:09,998,technical,escalated
125036,Company W,721216,phone,2024-02-07 02:40,629,other,resolved
401207,Company G,237367,email,2024-05-25 07:04,566,refund,resolved
944643,Company Z,157038,phone,2024-04-18 14:47,467,technical,resolved
981275,Company V,731072,chat,2024-05-23 16:08,317,technical,resolved
647052,Company D,916528,email,2024-09-09 19:55,1338,technical,resolved
665757,Company U,752440,chat,2024-01-25 07:58,269,technical,resolved
628559,Company Y,659964,email,2024-08-18 01:53,347,billing,resolved
779428,Company G,585057,chat,2024-03-24 07:38,415,technical,resolved
390833,Company J,521375,chat,2024-03-13 02:37,502,technical,resolved
597069,Company J,139324,email,2024-07-13 04:35,377,billing,resolved
797388,Company F,228978,phone,2024-09-25 07:43,381,billing,resolved
243343,Company I,296989,chat,2024-07-31 15:56,536,technical,resolved
898048,Company H,577382,chat,2024-03-29 01:25,541,billing,resolved
560905,Company W,817474,email,2024-09-27 21:23,454,technical,resolved
693059,Company B,937890,chat,2024-08-13 03:34,1741,billing,resolved
854055,Company U,532614,phone,2024-04-28 05:54,850,technical,resolved
128387,Company X,490079,chat,2024-02-14 01:06,857,technical,resolved
367969,Company Q,232832,chat,2024-09-20 22:35,463,billing,resolved
870320,Company F,209304,phone,2024-04-29 16:46,488,technical,resolved
740672,Company S,385722,email,2024-09-03 10:10,271,billing,resolved
541118,Company S,131812,email,2024-10-07 17:09,369,billing,resolved
396943,Company P,626521,chat,2024-06-29 05:57,843,technical,escalated
591145,Company E,734463,chat,2024-04-15 08:49,333,refund,escalated
584304,Company G,451775,chat,2024-02-18 13:50,285,billing,resolved
470265,Company Z,438383,phone,2024-01-04 01:16,797,technical,resolved
701793,Company P,781929,chat,2024-07-31 22:33,800,account,resolved
238682,Company X,884108,email,2024-02-16 12:46,371,technical,resolved
726866,Company Q,913437,email,2024-07-29 03:36,238,technical,resolved
955120,Company U,711073,email,2024-09-23 12:12,181,technical,resolved
389070,Company M,882812,phone,2024-02-24 17:52,793,technical,resolved
676120,Company W,672132,phone,2024-06-17 14:01,676,technical,resolved
621560,Company L,227876,chat,2024-10-08 01:30,931,technical,escalated
953411,Company D,735148,email,2024-06-17 08:12,928,technical,resolved
712723,Company O,951226,email,2024-06-22 03:26,342,other,escalated
317822,Company T,343560,chat,2024-10-02 01:54,967,technical,resolved
967226,Company J,924771,phone,2024-02-14 05:03,159,other,resolved
601535,Company W,538152,phone,2024-10-03 18:36,401,billing,resolved
153640,Company V,381700,chat,2024-02-13 01:13,776,billing,resolved
836276,Company Y,691668,chat,2024-03-19 09:25,880,account,resolved
204288,Company V,828675,chat,2024-02-18 15:23,1062,technical,resolved
480762,Company N,476869,chat,2024-10-03 13:13,926,billing,resolved
115374,Company Y,554210,phone,2024-02-22 22:21,659,billing,resolved
774750,Company X,785189,chat,2024-09-09 23:43,992,other,resolved
916333,Company C,162401,chat,2024-08-29 12:36,934,technical,resolved
910838,Company N,297977,email,2024-05-27 10:25,850,billing,escalated
379014,Company B,952572,chat,2024-03-26 00:50,375,refund,resolved
626986,Company S,389941,email,2024-09-11 07:15,801,billing,resolved
357675,Company I,143421,phone,2024-06-06 15:16,267,technical,escalated
416711,Company W,693520,phone,2024-07-17 19:30,301,technical,unresolved
474608,Company O,911800,chat,2024-06-03 15:04,272,technical,resolved
619659,Company B,406021,phone,2024-03-04 19:55,700,technical,resolved
195847,Company C,370484,chat,2024-07-20 00:48,1439,billing,escalated
664650,Company K,224878,chat,2024-06-05 06:11,351,billing,resolved
538278,Company T,317974,email,2024-02-07 02:14,460,technical,resolved
664047,Company X,528093,chat,2024-05-20 23:03,952,technical,escalated
233695,Company A,359408,chat,2024-03-08 15:42,665,billing,resolved
448426,Company G,650165,chat,2024-04-07 09:39,150,billing,resolved
581637,Company V,180868,chat,2024-06-24 06:19,1169,technical,escalated
859993,Company S,903963,chat,2024-06-28 19:01,553,account,resolved
446116,Company L,894139,chat,2024-07-25 01:18,629,other,resolved
681688,Company N,229440,phone,2024-10-08 18:46,652,technical,resolved
923315,Company R,621050,chat,2024-08-14 13:35,813,technical,resolved
277655,Company J,128308,email,2024-08-25 18:14,476,technical,resolved
227672,Company D,400743,chat,2024-05-14 05:23,301,technical,resolved
385298,Company P,672435,chat,2024-03-16 00:17,344,other,resolved
958569,Company O,488889,email,2024-09-16 15:55,199,other,resolved
261878,Company H,887573,email,2024-05-25 12:39,437,technical,resolved
858649,Company U,793379,chat,2024-09-20 11:31,367,technical,resolved
470185,Company G,367100,email,2024-01-08 23:40,135,technical,resolved
788283,Company Y,456469,chat,2024-05-11 11:51,676,account,resolved
388627,Company I,136364,email,2024-06-06 09:41,489,technical,escalated
146856,Company O,393562,chat,2024-04-20 09:19,481,billing,resolved
791847,Company C,314235,chat,2024-08-02 17:38,1738,refund,resolved
701941,Company Y,918779,email,2024-08-03 02:31,236,technical,escalated
974710,Company J,923575,phone,2024-08-31 13:19,182,technical,resolved
597526,Company A,528697,email,2024-03-20 07:02,351,technical,escalated
460126,Company S,698546,email,2024-07-19 09:56,246,technical,escalated
310625,Company W,218303,email,2024-04-27 22:24,217,technical,resolved
903863,Company B,637976,chat,2024-04-04 22:52,332,technical,resolved
569723,Company H,844993,chat,2024-09-12 06:10,174,billing,resolved
677362,Company I,648340,phone,2024-02-14 20:37,119,technical,resolved
790191,Company U,897191,phone,2024-06-30 22:17,719,technical,resolved
984210,Company A,957320,chat,2024-02-12 17:16,402,technical,resolved
938026,Company W,138679,phone,2024-04-04 01:28,642,technical,resolved
767047,Company Y,302266,phone,2024-05-17 22:13,741,billing,resolved
104795,Company E,499023,email,2024-08-02 21:53,1520,technical,resolved
569521,Company R,869632,chat,2024-04-29 21:29,1080,account,resolved
407979,Company Z,410640,chat,2024-01-26 16:25,621,technical,unresolved
741642,Company B,215182,phone,2024-07-01 18:40,1054,billing,resolved
481966,Company P,468864,chat,2024-01-22 12:42,1044,technical,resolved
526682,Company L,914867,chat,2024-08-20 10:49,272,technical,resolved
279950,Company J,664416,chat,2024-01-12 04:41,298,technical,resolved
317093,Company W,109730,phone,2024-04-29 07:17,729,technical,resolved
522025,Company T,200556,chat,2024-01-17 16:13,680,billing,resolved
474482,Company G,877449,email,2024-05-09 10:33,206,account,escalated
790055,Company C,936935,email,2024-08-12 23:11,928,billing,resolved
355692,Company I,447234,chat,2024-06-01 09:14,450,technical,resolved
740661,Company Q,878033,chat,2024-03-29 15:43,610,refund,resolved
109680,Company E,378472,chat,2024-06-20 15:02,498,technical,escalated
303381,Company D,859957,chat,2024-05-08 00:40,659,technical,resolved
288930,Company W,808394,phone,2024-01-20 01:51,772,technical,resolved
681309,Company Q,647535,chat,2024-09-30 14:57,134,technical,resolved
673877,Company Z,723025,email,2024-06-10 13:33,390,technical,resolved
493699,Company F,862423,email,2024-07-20 19:46,401,billing,resolved
444180,Company X,840466,email,2024-05-12 05:29,327,technical,resolved
942009,Company W,523046,email,2024-10-06 11:19,754,technical,resolved
901609,Company P,578563,email,2024-05-04 04:17,973,technical,resolved
460736,Company P,616339,phone,2024-04-15 23:19,722,technical,unresolved
686467,Company U,642139,email,2024-08-20 13:34,212,technical,resolved
129108,Company A,745507,phone,2024-08-13 06:36,374,technical,escalated
926399,Company L,358541,chat,2024-07-27 14:29,1216,other,resolved
311264,Company X,655252,chat,2024-07-10 07:46,363,technical,resolved
775964,Company T,723556,chat,2024-02-10 12:28,779,technical,resolved
989668,Company S,621513,chat,2024-09-06 12:10,653,technical,resolved
390397,Company B,372559,phone,2024-08-27 06:53,1177,technical,resolved
319026,Company I,364435,chat,2024-07-19 02:51,299,technical,resolved
945514,Company A,509040,chat,2024-05-22 18:03,807,technical,resolved
344079,Company I,976818,email,2024-01-30 04:32,385,technical,resolved
761829,Company D,790619,chat,2024-06-12 20:07,490,billing,resolved
336587,Company Z,574994,chat,2024-05-16 01:13,1177,billing,resolved
835134,Company X,318839,chat,2024-07-10 12:40,1013,technical,resolved
976951,Company S,117418,email,2024-04-01 02:49,581,technical,resolved
171800,Company E,868639,email,2024-08-26 03:58,682,technical,resolved
387785,Company U,543751,phone,2024-07-18 06:37,636,technical,resolved
396924,Company D,910933,phone,2024-06-19 20:24,1203,technical,resolved
118179,Company N,961413,phone,2024-06-02 15:35,603,technical,escalated
271994,Company R,244202,chat,2024-09-02 08:25,499,technical,resolved
832741,Company S,523112,email,2024-06-18 19:04,255,technical,resolved
686659,Company H,140511,phone,2024-10-02 11:11,165,technical,resolved
851569,Company A,182561,chat,2024-01-09 12:33,609,billing,escalated
461501,Company M,488600,chat,2024-05-11 23:21,592,technical,resolved
186505,Company D,491878,phone,2024-08-13 10:43,1257,other,resolved
700427,Company P,494132,phone,2024-02-04 04:29,886,billing,resolved
285846,Company W,627716,chat,2024-05-02 06:49,484,technical,escalated
995316,Company S,312015,chat,2024-02-23 19:46,655,billing,escalated
243666,Company D,849254,email,2024-01-12 21:31,1719,technical,escalated
991021,Company L,894250,chat,2024-06-08 16:15,734,technical,resolved
857162,Company I,863380,chat,2024-03-11 09:07,211,technical,unresolved
426224,Company Z,493518,email,2024-03-19 14:05,760,technical,escalated
526801,Company L,430389,email,2024-02-03 22:24,553,technical,resolved
223518,Company K,547293,phone,2024-08-30 04:07,598,technical,resolved
162240,Company Y,765678,chat,2024-04-18 20:41,487,technical,resolved
457491,Company E,455935,phone,2024-01-26 05:41,946,technical,resolved
980106,Company P,609253,chat,2024-01-03 01:55,813,technical,resolved
498248,Company D,287670,chat,2024-02-28 13:30,898,technical,resolved
770714,Company T,600606,chat,2024-03-30 00:54,667,technical,resolved
562553,Company P,850733,phone,2024-02-29 09:45,425,account,resolved
343566,Company T,814321,email,2024-06-19 08:09,563,technical,escalated
995071,Company S,660516,chat,2024-03-16 19:35,782,billing,resolved
773827,Company R,603116,chat,2024-02-23 08:10,278,technical,resolved
381914,Company X,711228,email,2024-06-20 14:28,1130,other,escalated
810457,Company P,429968,chat,2024-09-29 08:19,890,technical,resolved
549115,Company I,993206,chat,2024-04-08 12:39,433,account,resolved
883256,Company K,222937,email,2024-06-12 04:41,887,technical,resolved
880444,Company R,871060,email,2024-06-25 20:52,1070,technical,escalated
671537,Company P,578051,chat,2024-09-17 14:21,297,technical,resolved
481947,Company K,531747,chat,2024-07-23 15:06,789,billing,resolved
866292,Company R,744238,chat,2024-08-03 09:11,500,technical,resolved
748777,Company N,520919,phone,2024-01-23 02:46,1135,technical,resolved
826308,Company P,308660,chat,2024-02-22 08:12,1054,technical,escalated
523895,Company M,474668,chat,2024-02-21 21:45,611,technical,resolved
107380,Company P,341474,chat,2024-02-11 20:31,445,account,escalated
537206,Company M,852426,phone,2024-08-02 01:23,659,technical,resolved
856033,Company Z,686175,chat,2024-06-12 23:04,348,billing,resolved
101228,Company Y,151441,phone,2024-05-15 19:47,281,technical,resolved
610196,Company N,573322,email,2024-06-12 16:05,954,other,resolved
338111,Company Q,141436,chat,2024-03-17 10:00,372,technical,resolved
775238,Company H,164503,email,2024-01-03 07:28,349,account,resolved
888218,Company Z,659695,chat,2024-07-02 06:19,1150,technical,resolved
622668,Company L,531172,chat,2024-04-26 17:00,705,billing,resolved
186489,Company M,649944,chat,2024-06-28 00:37,609,technical,resolved
566128,Company U,368198,phone,2024-03-01 16:36,766,technical,resolved
529731,Company Z,807712,chat,2024-02-20 17:06,967,refund,escalated
486692,Company Q,352634,chat,2024-02-07 00:02,625,technical,resolved
939474,Company F,210492,chat,2024-09-27 03:56,257,technical,escalated
139861,Company K,206747,phone,2024-06-23 13:21,418,technical,resolved
713228,Company D,998035,chat,2024-03-22 03:36,847,technical,resolved
262222,Company R,799229,chat,2024-05-02 07:56,795,other,resolved
505112,Company U,639616,chat,2024-06-27 10:02,887,billing,resolved
873494,Company U,940999,chat,2024-06-01 07:10,552,technical,resolved
399143,Company E,948303,email,2024-01-07 20:47,382,technical,resolved
709137,Company T,766904,chat,2024-07-30 13:47,1071,technical,resolved
991546,Company E,125335,chat,2024-08-10 04:24,823,technical,resolved
962782,Company G,694457,chat,2024-07-04 15:36,91,technical,resolved
254285,Company N,844544,chat,2024-09-27 05:52,1064,billing,escalated
901767,Company T,489800,chat,2024-10-08 03:45,725,other,resolved
582608,Company E,896432,chat,2024-07-19 16:34,1520,billing,resolved
172191,Company Z,878428,chat,2024-04-21 03:35,511,technical,resolved
190738,Company F,272551,chat,2024-09-29 07:42,363,technical,resolved
558969,Company U,935952,email,2024-06-25 04:03,402,technical,resolved
389663,Company W,174474,phone,2024-04-30 18:47,185,technical,resolved
217794,Company K,550638,email,2024-10-08 15:49,900,technical,escalated
506861,Company C,686664,chat,2024-03-31 12:44,1341,technical,resolved
264861,Company V,511415,chat,2024-06-01 20:37,424,billing,resolved
109924,Company Q,689636,chat,2024-05-25 03:03,514,technical,resolved
735413,Company Z,650096,email,2024-08-23 06:38,674,technical,resolved
538376,Company H,847114,phone,2024-02-02 04:28,219,refund,resolved
467372,Company E,251516,chat,2024-03-19 01:05,823,technical,escalated
147501,Company S,430439,email,2024-08-12 03:12,805,refund,resolved
